,query,score,attack
3663,Q3664,10,0
3664,Q3665,199,1
3665,Q3666,120,1
3666,Q3667,124,1
3667,Q3668,19,0
3668,Q3669,67,0
3669,Q3670,74,0
3670,Q3671,134,1
3671,Q3672,91,0
3672,Q3673,33,0
3673,Q3674,132,1
3674,Q3675,100,0
3675,Q3676,48,0
3676,Q3677,91,0
3677,Q3678,99,0
3678,Q3679,84,0
3679,Q3680,157,1
3680,Q3681,5,0
3681,Q3682,127,1
3682,Q3683,148,1
3683,Q3684,199,1
3684,Q3685,45,0
3685,Q3686,122,1
3686,Q3687,66,0
3687,Q3688,147,1
3688,Q3689,145,1
3689,Q3690,127,1
3690,Q3691,61,0
3691,Q3692,52,0
3692,Q3693,41,0
3693,Q3694,49,0
3694,Q3695,58,0
3695,Q3696,25,0
3696,Q3697,123,1
3697,Q3698,156,1
3698,Q3699,78,0
3699,Q3700,143,1
3700,Q3701,102,1
3701,Q3702,103,1
3702,Q3703,162,1
3703,Q3704,178,1
3704,Q3705,4,0
3705,Q3706,17,0
3706,Q3707,84,0
3707,Q3708,148,1
3708,Q3709,174,1
3709,Q3710,38,0
3710,Q3711,81,0
3711,Q3712,133,1
3712,Q3713,62,0
3713,Q3714,30,0
3714,Q3715,110,1
3715,Q3716,20,0
3716,Q3717,76,0
3717,Q3718,189,1
3718,Q3719,48,0
3719,Q3720,193,1
3720,Q3721,28,0
3721,Q3722,82,0
3722,Q3723,54,0
3723,Q3724,52,0
3724,Q3725,69,0
3725,Q3726,129,1
3726,Q3727,37,0
3727,Q3728,19,0
3728,Q3729,48,0
3729,Q3730,154,1
3730,Q3731,141,1
3731,Q3732,67,0
3732,Q3733,117,1
3733,Q3734,56,0
3734,Q3735,131,1
3735,Q3736,81,0
3736,Q3737,170,1
3737,Q3738,148,1
3738,Q3739,195,1
3739,Q3740,187,1
3740,Q3741,64,0
3741,Q3742,156,1
3742,Q3743,62,0
3743,Q3744,64,0
3744,Q3745,69,0
3745,Q3746,146,1
3746,Q3747,136,1
3747,Q3748,88,0
3748,Q3749,176,1
3749,Q3750,53,0
3750,Q3751,158,1
3751,Q3752,125,1
3752,Q3753,171,1
3753,Q3754,89,0
3754,Q3755,130,1
3755,Q3756,3,0
3756,Q3757,196,1
3757,Q3758,62,0
3758,Q3759,113,1
3759,Q3760,17,0
3760,Q3761,13,0
3761,Q3762,39,0
3762,Q3763,100,0
3763,Q3764,52,0
3764,Q3765,58,0
3765,Q3766,181,1
3766,Q3767,85,0
3767,Q3768,147,1
3768,Q3769,183,1
3769,Q3770,100,0
3770,Q3771,40,0
3771,Q3772,14,0
3772,Q3773,189,1
3773,Q3774,171,1
3774,Q3775,27,0
3775,Q3776,157,1
3776,Q3777,148,1
3777,Q3778,113,1
3778,Q3779,190,1
3779,Q3780,158,1
3780,Q3781,110,1
3781,Q3782,141,1
3782,Q3783,73,0
3783,Q3784,60,0
3784,Q3785,59,0
3785,Q3786,65,0
3786,Q3787,29,0
3787,Q3788,119,1
3788,Q3789,118,1
3789,Q3790,20,0
3790,Q3791,52,0
3791,Q3792,96,0
3792,Q3793,5,0
3793,Q3794,65,0
3794,Q3795,160,1
3795,Q3796,121,1
3796,Q3797,43,0
3797,Q3798,160,1
3798,Q3799,184,1
3799,Q3800,90,0
3800,Q3801,171,1
3801,Q3802,109,1
3802,Q3803,122,1
3803,Q3804,161,1
3804,Q3805,116,1
3805,Q3806,5,0
3806,Q3807,92,0
3807,Q3808,125,1
3808,Q3809,128,1
3809,Q3810,150,1
3810,Q3811,187,1
3811,Q3812,79,0
3812,Q3813,19,0
3813,Q3814,28,0
3814,Q3815,26,0
3815,Q3816,71,0
3816,Q3817,122,1
3817,Q3818,91,0
3818,Q3819,107,1
3819,Q3820,30,0
3820,Q3821,41,0
3821,Q3822,199,1
3822,Q3823,107,1
3823,Q3824,118,1
3824,Q3825,4,0
3825,Q3826,175,1
3826,Q3827,113,1
3827,Q3828,1,0
3828,Q3829,124,1
3829,Q3830,192,1
3830,Q3831,13,0
3831,Q3832,182,1
3832,Q3833,196,1
3833,Q3834,67,0
3834,Q3835,197,1
3835,Q3836,17,0
3836,Q3837,182,1
3837,Q3838,6,0
3838,Q3839,48,0
3839,Q3840,102,1
3840,Q3841,102,1
3841,Q3842,137,1
3842,Q3843,90,0
3843,Q3844,90,0
3844,Q3845,113,1
3845,Q3846,194,1
3846,Q3847,32,0
3847,Q3848,155,1
3848,Q3849,4,0
3849,Q3850,142,1
3850,Q3851,185,1
3851,Q3852,186,1
3852,Q3853,126,1
3853,Q3854,182,1
3854,Q3855,26,0
3855,Q3856,27,0
3856,Q3857,112,1
3857,Q3858,53,0
3858,Q3859,77,0
3859,Q3860,184,1
3860,Q3861,11,0
3861,Q3862,11,0
3862,Q3863,28,0
3863,Q3864,119,1
3864,Q3865,200,1
3865,Q3866,65,0
3866,Q3867,113,1
3867,Q3868,92,0
3868,Q3869,185,1
3869,Q3870,9,0
3870,Q3871,114,1
3871,Q3872,43,0
3872,Q3873,15,0
3873,Q3874,12,0
3874,Q3875,31,0
3875,Q3876,28,0
3876,Q3877,139,1
3877,Q3878,99,0
3878,Q3879,1,0
3879,Q3880,78,0
3880,Q3881,183,1
3881,Q3882,186,1
3882,Q3883,110,1
3883,Q3884,159,1
3884,Q3885,180,1
3885,Q3886,118,1
3886,Q3887,65,0
3887,Q3888,133,1
3888,Q3889,101,1
3889,Q3890,2,0
3890,Q3891,60,0
3891,Q3892,91,0
3892,Q3893,18,0
3893,Q3894,152,1
3894,Q3895,163,1
3895,Q3896,69,0
3896,Q3897,165,1
3897,Q3898,157,1
3898,Q3899,195,1
3899,Q3900,9,0
3900,Q3901,145,1
3901,Q3902,125,1
3902,Q3903,108,1
3903,Q3904,167,1
3904,Q3905,134,1
3905,Q3906,168,1
3906,Q3907,117,1
3907,Q3908,70,0
3908,Q3909,141,1
3909,Q3910,16,0
3910,Q3911,172,1
3911,Q3912,135,1
3912,Q3913,89,0
3913,Q3914,163,1
3914,Q3915,103,1
3915,Q3916,149,1
3916,Q3917,111,1
3917,Q3918,41,0
3918,Q3919,185,1
3919,Q3920,25,0
3920,Q3921,40,0
3921,Q3922,47,0
3922,Q3923,29,0
3923,Q3924,118,1
3924,Q3925,36,0
3925,Q3926,49,0
3926,Q3927,160,1
3927,Q3928,148,1
3928,Q3929,77,0
3929,Q3930,75,0
3930,Q3931,24,0
3931,Q3932,89,0
3932,Q3933,36,0
3933,Q3934,47,0
3934,Q3935,144,1
3935,Q3936,192,1
3936,Q3937,47,0
3937,Q3938,181,1
3938,Q3939,196,1
3939,Q3940,199,1
3940,Q3941,102,1
3941,Q3942,76,0
3942,Q3943,138,1
3943,Q3944,61,0
3944,Q3945,48,0
3945,Q3946,192,1
3946,Q3947,176,1
3947,Q3948,47,0
3948,Q3949,65,0
3949,Q3950,98,0
3950,Q3951,9,0
3951,Q3952,197,1
3952,Q3953,83,0
3953,Q3954,137,1
3954,Q3955,62,0
3955,Q3956,174,1
3956,Q3957,63,0
3957,Q3958,42,0
3958,Q3959,108,1
3959,Q3960,113,1
3960,Q3961,84,0
3961,Q3962,151,1
3962,Q3963,167,1
3963,Q3964,76,0
3964,Q3965,39,0
3965,Q3966,118,1
3966,Q3967,163,1
3967,Q3968,4,0
3968,Q3969,20,0
3969,Q3970,182,1
3970,Q3971,106,1
3971,Q3972,62,0
3972,Q3973,180,1
3973,Q3974,25,0
3974,Q3975,129,1
3975,Q3976,56,0
3976,Q3977,19,0
3977,Q3978,17,0
3978,Q3979,114,1
3979,Q3980,105,1
3980,Q3981,22,0
3981,Q3982,133,1
3982,Q3983,12,0
3983,Q3984,197,1
3984,Q3985,200,1
3985,Q3986,3,0
3986,Q3987,148,1
3987,Q3988,137,1
3988,Q3989,79,0
3989,Q3990,34,0
3990,Q3991,196,1
3991,Q3992,54,0
3992,Q3993,6,0
3993,Q3994,120,1
3994,Q3995,136,1
3995,Q3996,68,0
3996,Q3997,67,0
3997,Q3998,125,1
3998,Q3999,138,1
3999,Q4000,35,0
4000,Q4001,168,1
4001,Q4002,64,0
4002,Q4003,39,0
4003,Q4004,53,0
4004,Q4005,86,0
4005,Q4006,130,1
4006,Q4007,191,1
4007,Q4008,23,0
4008,Q4009,8,0
4009,Q4010,121,1
4010,Q4011,88,0
4011,Q4012,151,1
4012,Q4013,105,1
4013,Q4014,40,0
4014,Q4015,36,0
4015,Q4016,27,0
4016,Q4017,17,0
4017,Q4018,50,0
4018,Q4019,57,0
4019,Q4020,165,1
4020,Q4021,165,1
4021,Q4022,85,0
4022,Q4023,179,1
4023,Q4024,111,1
4024,Q4025,87,0
4025,Q4026,75,0
4026,Q4027,65,0
4027,Q4028,171,1
4028,Q4029,71,0
4029,Q4030,40,0
4030,Q4031,166,1
4031,Q4032,164,1
4032,Q4033,40,0
4033,Q4034,185,1
4034,Q4035,10,0
4035,Q4036,183,1
4036,Q4037,55,0
4037,Q4038,193,1
4038,Q4039,127,1
4039,Q4040,5,0
4040,Q4041,135,1
4041,Q4042,48,0
4042,Q4043,98,0
4043,Q4044,150,1
4044,Q4045,137,1
4045,Q4046,134,1
4046,Q4047,140,1
4047,Q4048,46,0
4048,Q4049,17,0
4049,Q4050,182,1
4050,Q4051,150,1
4051,Q4052,49,0
4052,Q4053,184,1
4053,Q4054,37,0
4054,Q4055,55,0
4055,Q4056,88,0
4056,Q4057,54,0
4057,Q4058,7,0
4058,Q4059,26,0
4059,Q4060,48,0
4060,Q4061,54,0
4061,Q4062,92,0
4062,Q4063,113,1
4063,Q4064,189,1
4064,Q4065,104,1
4065,Q4066,123,1
4066,Q4067,64,0
4067,Q4068,145,1
4068,Q4069,9,0
4069,Q4070,8,0
4070,Q4071,104,1
4071,Q4072,124,1
4072,Q4073,102,1
4073,Q4074,190,1
4074,Q4075,83,0
4075,Q4076,105,1
4076,Q4077,110,1
4077,Q4078,87,0
4078,Q4079,19,0
4079,Q4080,66,0
4080,Q4081,9,0
4081,Q4082,109,1
4082,Q4083,81,0
4083,Q4084,149,1
4084,Q4085,171,1
4085,Q4086,151,1
4086,Q4087,31,0
4087,Q4088,46,0
4088,Q4089,92,0
4089,Q4090,149,1
4090,Q4091,34,0
4091,Q4092,181,1
4092,Q4093,148,1
4093,Q4094,66,0
4094,Q4095,138,1
4095,Q4096,40,0
4096,Q4097,0,0
4097,Q4098,43,0
4098,Q4099,39,0
4099,Q4100,74,0
4100,Q4101,186,1
4101,Q4102,92,0
4102,Q4103,158,1
4103,Q4104,162,1
4104,Q4105,95,0
4105,Q4106,133,1
4106,Q4107,56,0
4107,Q4108,69,0
4108,Q4109,21,0
4109,Q4110,172,1
4110,Q4111,191,1
4111,Q4112,163,1
4112,Q4113,172,1
4113,Q4114,133,1
4114,Q4115,10,0
4115,Q4116,17,0
4116,Q4117,173,1
4117,Q4118,23,0
4118,Q4119,152,1
4119,Q4120,90,0
4120,Q4121,131,1
4121,Q4122,126,1
4122,Q4123,184,1
4123,Q4124,44,0
4124,Q4125,115,1
4125,Q4126,152,1
4126,Q4127,184,1
4127,Q4128,149,1
4128,Q4129,30,0
4129,Q4130,199,1
4130,Q4131,28,0
4131,Q4132,2,0
4132,Q4133,43,0
4133,Q4134,63,0
4134,Q4135,93,0
4135,Q4136,40,0
4136,Q4137,83,0
4137,Q4138,147,1
4138,Q4139,174,1
4139,Q4140,0,0
4140,Q4141,174,1
4141,Q4142,19,0
4142,Q4143,164,1
4143,Q4144,138,1
4144,Q4145,138,1
4145,Q4146,107,1
4146,Q4147,129,1
4147,Q4148,132,1
4148,Q4149,199,1
4149,Q4150,79,0
4150,Q4151,83,0
4151,Q4152,161,1
4152,Q4153,125,1
4153,Q4154,179,1
4154,Q4155,178,1
4155,Q4156,130,1
4156,Q4157,108,1
4157,Q4158,82,0
4158,Q4159,94,0
4159,Q4160,13,0
4160,Q4161,44,0
4161,Q4162,188,1
4162,Q4163,165,1
4163,Q4164,78,0
4164,Q4165,51,0
4165,Q4166,179,1
4166,Q4167,194,1
4167,Q4168,15,0
4168,Q4169,153,1
4169,Q4170,39,0
4170,Q4171,13,0
4171,Q4172,181,1
4172,Q4173,192,1
4173,Q4174,65,0
4174,Q4175,143,1
4175,Q4176,22,0
4176,Q4177,42,0
4177,Q4178,123,1
4178,Q4179,125,1
4179,Q4180,164,1
4180,Q4181,109,1
4181,Q4182,83,0
4182,Q4183,7,0
4183,Q4184,82,0
4184,Q4185,123,1
4185,Q4186,45,0
4186,Q4187,159,1
4187,Q4188,100,0
4188,Q4189,16,0
4189,Q4190,74,0
4190,Q4191,133,1
4191,Q4192,123,1
4192,Q4193,29,0
4193,Q4194,61,0
4194,Q4195,190,1
4195,Q4196,180,1
4196,Q4197,63,0
4197,Q4198,133,1
4198,Q4199,123,1
4199,Q4200,124,1
4200,Q4201,108,1
4201,Q4202,41,0
4202,Q4203,7,0
4203,Q4204,99,0
4204,Q4205,102,1
4205,Q4206,146,1
4206,Q4207,184,1
4207,Q4208,121,1
4208,Q4209,121,1
4209,Q4210,109,1
4210,Q4211,117,1
4211,Q4212,56,0
4212,Q4213,27,0
4213,Q4214,25,0
4214,Q4215,86,0
4215,Q4216,29,0
4216,Q4217,90,0
4217,Q4218,20,0
4218,Q4219,125,1
4219,Q4220,136,1
4220,Q4221,12,0
4221,Q4222,96,0
4222,Q4223,92,0
4223,Q4224,139,1
4224,Q4225,198,1
4225,Q4226,127,1
4226,Q4227,113,1
4227,Q4228,53,0
4228,Q4229,194,1
4229,Q4230,22,0
4230,Q4231,107,1
4231,Q4232,15,0
4232,Q4233,156,1
4233,Q4234,136,1
4234,Q4235,82,0
4235,Q4236,53,0
4236,Q4237,183,1
4237,Q4238,41,0
4238,Q4239,62,0
4239,Q4240,121,1
4240,Q4241,134,1
4241,Q4242,75,0
4242,Q4243,25,0
4243,Q4244,9,0
4244,Q4245,86,0
4245,Q4246,59,0
4246,Q4247,102,1
4247,Q4248,10,0
4248,Q4249,188,1
4249,Q4250,83,0
4250,Q4251,57,0
4251,Q4252,56,0
4252,Q4253,152,1
4253,Q4254,155,1
4254,Q4255,0,0
4255,Q4256,107,1
4256,Q4257,165,1
4257,Q4258,41,0
4258,Q4259,5,0
4259,Q4260,129,1
4260,Q4261,47,0
4261,Q4262,175,1
4262,Q4263,82,0
4263,Q4264,144,1
4264,Q4265,9,0
4265,Q4266,199,1
4266,Q4267,72,0
4267,Q4268,193,1
4268,Q4269,197,1
4269,Q4270,118,1
4270,Q4271,119,1
4271,Q4272,88,0
4272,Q4273,144,1
4273,Q4274,116,1
4274,Q4275,146,1
4275,Q4276,147,1
4276,Q4277,92,0
4277,Q4278,24,0
4278,Q4279,28,0
4279,Q4280,142,1
4280,Q4281,4,0
4281,Q4282,40,0
4282,Q4283,24,0
4283,Q4284,90,0
4284,Q4285,152,1
4285,Q4286,73,0
4286,Q4287,169,1
4287,Q4288,144,1
4288,Q4289,75,0
4289,Q4290,45,0
4290,Q4291,92,0
4291,Q4292,189,1
4292,Q4293,168,1
4293,Q4294,141,1
4294,Q4295,49,0
4295,Q4296,79,0
4296,Q4297,117,1
4297,Q4298,199,1
4298,Q4299,3,0
4299,Q4300,90,0
4300,Q4301,88,0
4301,Q4302,84,0
4302,Q4303,189,1
4303,Q4304,170,1
4304,Q4305,186,1
4305,Q4306,192,1
4306,Q4307,116,1
4307,Q4308,112,1
4308,Q4309,32,0
4309,Q4310,66,0
4310,Q4311,55,0
4311,Q4312,51,0
4312,Q4313,30,0
4313,Q4314,99,0
4314,Q4315,31,0
4315,Q4316,150,1
4316,Q4317,192,1
4317,Q4318,100,0
4318,Q4319,38,0
4319,Q4320,197,1
4320,Q4321,56,0
4321,Q4322,62,0
4322,Q4323,166,1
4323,Q4324,50,0
4324,Q4325,44,0
4325,Q4326,107,1
4326,Q4327,94,0
4327,Q4328,99,0
4328,Q4329,58,0
4329,Q4330,135,1
4330,Q4331,80,0
4331,Q4332,189,1
4332,Q4333,81,0
4333,Q4334,162,1
4334,Q4335,91,0
4335,Q4336,71,0
4336,Q4337,69,0
4337,Q4338,45,0
4338,Q4339,118,1
4339,Q4340,164,1
4340,Q4341,8,0
4341,Q4342,41,0
4342,Q4343,42,0
4343,Q4344,123,1
4344,Q4345,116,1
4345,Q4346,143,1
4346,Q4347,86,0
4347,Q4348,78,0
4348,Q4349,158,1
4349,Q4350,1,0
4350,Q4351,46,0
4351,Q4352,80,0
4352,Q4353,76,0
4353,Q4354,180,1
4354,Q4355,6,0
4355,Q4356,103,1
4356,Q4357,40,0
4357,Q4358,88,0
4358,Q4359,103,1
4359,Q4360,171,1
4360,Q4361,199,1
4361,Q4362,11,0
4362,Q4363,109,1
4363,Q4364,135,1
4364,Q4365,169,1
4365,Q4366,88,0
4366,Q4367,144,1
4367,Q4368,81,0
4368,Q4369,142,1
4369,Q4370,102,1
4370,Q4371,119,1
4371,Q4372,181,1
4372,Q4373,150,1
4373,Q4374,84,0
4374,Q4375,19,0
4375,Q4376,31,0
4376,Q4377,34,0
4377,Q4378,157,1
4378,Q4379,92,0
4379,Q4380,127,1
4380,Q4381,112,1
4381,Q4382,89,0
4382,Q4383,45,0
4383,Q4384,118,1
4384,Q4385,21,0
4385,Q4386,103,1
4386,Q4387,38,0
4387,Q4388,69,0
4388,Q4389,94,0
4389,Q4390,37,0
4390,Q4391,70,0
4391,Q4392,1,0
4392,Q4393,122,1
4393,Q4394,0,0
4394,Q4395,130,1
4395,Q4396,61,0
4396,Q4397,86,0
4397,Q4398,141,1
4398,Q4399,18,0
4399,Q4400,0,0
4400,Q4401,189,1
4401,Q4402,68,0
4402,Q4403,183,1
4403,Q4404,148,1
4404,Q4405,170,1
4405,Q4406,43,0
4406,Q4407,65,0
4407,Q4408,165,1
4408,Q4409,52,0
4409,Q4410,66,0
4410,Q4411,105,1
4411,Q4412,82,0
4412,Q4413,181,1
4413,Q4414,138,1
4414,Q4415,162,1
4415,Q4416,135,1
4416,Q4417,175,1
4417,Q4418,55,0
4418,Q4419,75,0
4419,Q4420,79,0
4420,Q4421,77,0
4421,Q4422,89,0
4422,Q4423,161,1
4423,Q4424,156,1
4424,Q4425,200,1
4425,Q4426,127,1
4426,Q4427,10,0
4427,Q4428,103,1
4428,Q4429,174,1
4429,Q4430,139,1
4430,Q4431,75,0
4431,Q4432,183,1
4432,Q4433,108,1
4433,Q4434,138,1
4434,Q4435,60,0
4435,Q4436,185,1
4436,Q4437,159,1
4437,Q4438,106,1
4438,Q4439,193,1
4439,Q4440,155,1
4440,Q4441,160,1
4441,Q4442,196,1
4442,Q4443,71,0
4443,Q4444,149,1
4444,Q4445,76,0
4445,Q4446,106,1
4446,Q4447,1,0
4447,Q4448,179,1
4448,Q4449,130,1
4449,Q4450,32,0
4450,Q4451,25,0
4451,Q4452,156,1
4452,Q4453,110,1
4453,Q4454,25,0
4454,Q4455,148,1
4455,Q4456,29,0
4456,Q4457,174,1
4457,Q4458,45,0
4458,Q4459,177,1
4459,Q4460,197,1
4460,Q4461,26,0
4461,Q4462,131,1
4462,Q4463,19,0
4463,Q4464,26,0
4464,Q4465,141,1
4465,Q4466,166,1
4466,Q4467,72,0
4467,Q4468,91,0
4468,Q4469,109,1
4469,Q4470,136,1
4470,Q4471,166,1
4471,Q4472,167,1
4472,Q4473,54,0
4473,Q4474,13,0
4474,Q4475,86,0
4475,Q4476,185,1
4476,Q4477,126,1
4477,Q4478,43,0
4478,Q4479,145,1
4479,Q4480,112,1
4480,Q4481,125,1
4481,Q4482,118,1
4482,Q4483,55,0
4483,Q4484,183,1
4484,Q4485,67,0
4485,Q4486,36,0
4486,Q4487,16,0
4487,Q4488,200,1
4488,Q4489,135,1
4489,Q4490,90,0
4490,Q4491,73,0
4491,Q4492,130,1
4492,Q4493,170,1
4493,Q4494,5,0
4494,Q4495,111,1
4495,Q4496,99,0
4496,Q4497,145,1
4497,Q4498,179,1
4498,Q4499,122,1
4499,Q4500,20,0
4500,Q4501,14,0
4501,Q4502,36,0
4502,Q4503,10,0
4503,Q4504,163,1
4504,Q4505,117,1
4505,Q4506,75,0
4506,Q4507,193,1
4507,Q4508,128,1
4508,Q4509,181,1
4509,Q4510,89,0
4510,Q4511,80,0
4511,Q4512,179,1
4512,Q4513,16,0
4513,Q4514,95,0
4514,Q4515,179,1
4515,Q4516,164,1
4516,Q4517,7,0
4517,Q4518,56,0
4518,Q4519,155,1
4519,Q4520,154,1
4520,Q4521,168,1
4521,Q4522,71,0
4522,Q4523,117,1
4523,Q4524,127,1
4524,Q4525,163,1
4525,Q4526,110,1
4526,Q4527,146,1
4527,Q4528,81,0
4528,Q4529,85,0
4529,Q4530,127,1
4530,Q4531,31,0
4531,Q4532,189,1
4532,Q4533,182,1
4533,Q4534,132,1
4534,Q4535,173,1
4535,Q4536,10,0
4536,Q4537,35,0
4537,Q4538,120,1
4538,Q4539,69,0
4539,Q4540,196,1
4540,Q4541,177,1
4541,Q4542,86,0
4542,Q4543,164,1
4543,Q4544,99,0
4544,Q4545,129,1
4545,Q4546,23,0
4546,Q4547,161,1
4547,Q4548,161,1
4548,Q4549,186,1
4549,Q4550,67,0
4550,Q4551,125,1
4551,Q4552,21,0
4552,Q4553,135,1
4553,Q4554,145,1
4554,Q4555,135,1
4555,Q4556,122,1
4556,Q4557,91,0
4557,Q4558,58,0
4558,Q4559,167,1
4559,Q4560,170,1
4560,Q4561,79,0
4561,Q4562,150,1
4562,Q4563,15,0
4563,Q4564,26,0
4564,Q4565,147,1
4565,Q4566,64,0
4566,Q4567,42,0
4567,Q4568,163,1
4568,Q4569,6,0
4569,Q4570,104,1
4570,Q4571,191,1
4571,Q4572,93,0
4572,Q4573,16,0
4573,Q4574,85,0
4574,Q4575,151,1
4575,Q4576,20,0
4576,Q4577,163,1
4577,Q4578,120,1
4578,Q4579,135,1
4579,Q4580,51,0
4580,Q4581,95,0
4581,Q4582,63,0
4582,Q4583,156,1
4583,Q4584,56,0
4584,Q4585,112,1
4585,Q4586,102,1
4586,Q4587,88,0
4587,Q4588,99,0
4588,Q4589,171,1
4589,Q4590,42,0
4590,Q4591,98,0
4591,Q4592,164,1
4592,Q4593,86,0
4593,Q4594,195,1
4594,Q4595,149,1
4595,Q4596,192,1
4596,Q4597,47,0
4597,Q4598,179,1
4598,Q4599,50,0
4599,Q4600,33,0
4600,Q4601,160,1
4601,Q4602,25,0
4602,Q4603,58,0
4603,Q4604,154,1
4604,Q4605,95,0
4605,Q4606,153,1
4606,Q4607,143,1
4607,Q4608,47,0
4608,Q4609,165,1
4609,Q4610,181,1
4610,Q4611,39,0
4611,Q4612,146,1
4612,Q4613,169,1
4613,Q4614,80,0
4614,Q4615,150,1
4615,Q4616,145,1
4616,Q4617,181,1
4617,Q4618,107,1
4618,Q4619,61,0
4619,Q4620,25,0
4620,Q4621,118,1
4621,Q4622,35,0
4622,Q4623,195,1
4623,Q4624,29,0
4624,Q4625,76,0
4625,Q4626,35,0
4626,Q4627,90,0
4627,Q4628,139,1
4628,Q4629,59,0
4629,Q4630,199,1
4630,Q4631,38,0
4631,Q4632,123,1
4632,Q4633,181,1
4633,Q4634,32,0
4634,Q4635,104,1
4635,Q4636,62,0
4636,Q4637,132,1
4637,Q4638,90,0
4638,Q4639,72,0
4639,Q4640,154,1
4640,Q4641,135,1
4641,Q4642,95,0
4642,Q4643,65,0
4643,Q4644,2,0
4644,Q4645,200,1
4645,Q4646,22,0
4646,Q4647,71,0
4647,Q4648,70,0
4648,Q4649,71,0
4649,Q4650,4,0
4650,Q4651,80,0
4651,Q4652,102,1
4652,Q4653,71,0
4653,Q4654,91,0
4654,Q4655,38,0
4655,Q4656,107,1
4656,Q4657,1,0
4657,Q4658,55,0
4658,Q4659,112,1
4659,Q4660,146,1
4660,Q4661,114,1
4661,Q4662,140,1
4662,Q4663,89,0
4663,Q4664,167,1
4664,Q4665,106,1
4665,Q4666,13,0
4666,Q4667,27,0
4667,Q4668,18,0
4668,Q4669,184,1
4669,Q4670,93,0
4670,Q4671,187,1
4671,Q4672,181,1
4672,Q4673,68,0
4673,Q4674,195,1
4674,Q4675,200,1
4675,Q4676,187,1
4676,Q4677,200,1
4677,Q4678,144,1
4678,Q4679,65,0
4679,Q4680,172,1
4680,Q4681,113,1
4681,Q4682,16,0
4682,Q4683,174,1
4683,Q4684,56,0
4684,Q4685,64,0
4685,Q4686,165,1
4686,Q4687,50,0
4687,Q4688,182,1
4688,Q4689,66,0
4689,Q4690,120,1
4690,Q4691,187,1
4691,Q4692,49,0
4692,Q4693,44,0
4693,Q4694,170,1
4694,Q4695,134,1
4695,Q4696,5,0
4696,Q4697,38,0
4697,Q4698,159,1
4698,Q4699,71,0
4699,Q4700,181,1
4700,Q4701,23,0
4701,Q4702,42,0
4702,Q4703,43,0
4703,Q4704,139,1
4704,Q4705,92,0
4705,Q4706,103,1
4706,Q4707,25,0
4707,Q4708,14,0
4708,Q4709,93,0
4709,Q4710,24,0
4710,Q4711,191,1
4711,Q4712,177,1
4712,Q4713,190,1
4713,Q4714,147,1
4714,Q4715,120,1
4715,Q4716,64,0
4716,Q4717,132,1
4717,Q4718,127,1
4718,Q4719,60,0
4719,Q4720,180,1
4720,Q4721,54,0
4721,Q4722,175,1
4722,Q4723,124,1
4723,Q4724,127,1
4724,Q4725,125,1
4725,Q4726,125,1
4726,Q4727,53,0
4727,Q4728,116,1
4728,Q4729,50,0
4729,Q4730,160,1
4730,Q4731,177,1
4731,Q4732,150,1
4732,Q4733,44,0
4733,Q4734,148,1
4734,Q4735,49,0
4735,Q4736,73,0
4736,Q4737,3,0
4737,Q4738,86,0
4738,Q4739,190,1
4739,Q4740,39,0
4740,Q4741,200,1
4741,Q4742,114,1
4742,Q4743,91,0
4743,Q4744,189,1
4744,Q4745,6,0
4745,Q4746,146,1
4746,Q4747,157,1
4747,Q4748,119,1
4748,Q4749,38,0
4749,Q4750,132,1
4750,Q4751,151,1
4751,Q4752,61,0
4752,Q4753,118,1
4753,Q4754,16,0
4754,Q4755,99,0
4755,Q4756,159,1
4756,Q4757,9,0
4757,Q4758,56,0
4758,Q4759,109,1
4759,Q4760,50,0
4760,Q4761,20,0
4761,Q4762,94,0
4762,Q4763,92,0
4763,Q4764,25,0
4764,Q4765,79,0
4765,Q4766,57,0
4766,Q4767,86,0
4767,Q4768,164,1
4768,Q4769,147,1
4769,Q4770,178,1
4770,Q4771,103,1
4771,Q4772,9,0
4772,Q4773,140,1
4773,Q4774,75,0
4774,Q4775,140,1
4775,Q4776,82,0
4776,Q4777,33,0
4777,Q4778,111,1
4778,Q4779,148,1
4779,Q4780,193,1
4780,Q4781,189,1
4781,Q4782,150,1
4782,Q4783,39,0
4783,Q4784,83,0
4784,Q4785,4,0
4785,Q4786,111,1
4786,Q4787,157,1
4787,Q4788,185,1
4788,Q4789,14,0
4789,Q4790,16,0
4790,Q4791,76,0
4791,Q4792,88,0
4792,Q4793,33,0
4793,Q4794,106,1
4794,Q4795,197,1
4795,Q4796,15,0
4796,Q4797,103,1
4797,Q4798,193,1
4798,Q4799,118,1
4799,Q4800,143,1
4800,Q4801,43,0
4801,Q4802,7,0
4802,Q4803,103,1
4803,Q4804,24,0
4804,Q4805,159,1
4805,Q4806,200,1
4806,Q4807,141,1
4807,Q4808,53,0
4808,Q4809,188,1
4809,Q4810,200,1
4810,Q4811,7,0
4811,Q4812,0,0
4812,Q4813,97,0
4813,Q4814,3,0
4814,Q4815,177,1
4815,Q4816,87,0
4816,Q4817,181,1
4817,Q4818,151,1
4818,Q4819,13,0
4819,Q4820,75,0
4820,Q4821,81,0
4821,Q4822,170,1
4822,Q4823,104,1
4823,Q4824,70,0
4824,Q4825,33,0
4825,Q4826,51,0
4826,Q4827,169,1
4827,Q4828,186,1
4828,Q4829,164,1
